Feature	HK_CF2	HK_CF35	HK_CF70	V_CF71	V_CF34	V_CF26
seastar_clc_contig_24066	15	13	3	1	10	2
seastar_clc_contig_24067	14	4	3	1	0	2
seastar_clc_contig_24068	0	4	1	0	0	0
seastar_clc_contig_24069	9	8	2	1	0	1
seastar_clc_contig_2407	176	1315	100	251	207	159
seastar_clc_contig_24070	26	28	1	1	0	2
seastar_clc_contig_24071	0	32	12	1	0	1
seastar_clc_contig_24072	32	40	5	2	0	3
seastar_clc_contig_24073	5	18	2	1	0	0
seastar_clc_contig_24074	1	83	5	2	18	2
seastar_clc_contig_24075	2	20	3	3	0	1
seastar_clc_contig_24076	17	13	0	1	0	0
seastar_clc_contig_24077	2	68	6	0	5	3
seastar_clc_contig_24078	0	9	1	3	2	3
seastar_clc_contig_24079	187	541	33	1	0	7
seastar_clc_contig_2408	1114	3722	429	35	94	57
seastar_clc_contig_24080	2	74	6	1	0	0
seastar_clc_contig_24081	5	46	1	2	6	0
seastar_clc_contig_24082	28	79	5	1	0	4
seastar_clc_contig_24083	10	1	1	0	0	2
seastar_clc_contig_24084	2	15	0	1	7	6
seastar_clc_contig_24085	32	113	10	0	2	11
seastar_clc_contig_24086	4	182	11	0	3	2
seastar_clc_contig_24087	12	48	6	1	0	0
seastar_clc_contig_24088	0	16	2	0	0	1
seastar_clc_contig_24089	5	72	3	1	0	1
seastar_clc_contig_2409	119	1501	110	190	178	98
seastar_clc_contig_24090	141	739	46	2	19	16
seastar_clc_contig_24091	7	48	8	1	0	2
seastar_clc_contig_24092	0	80	0	0	5	0
seastar_clc_contig_24093	35	24	4	0	8	7
seastar_clc_contig_24094	5	12	1	1	0	0
seastar_clc_contig_24095	0	13	0	1	2	0
seastar_clc_contig_24096	4	8	0	0	0	0
seastar_clc_contig_24097	0	47	0	1	0	3
seastar_clc_contig_24098	9	26	0	1	0	1
seastar_clc_contig_24099	12	102	3	2	7	0
seastar_clc_contig_241	192	1186	187	26	20	10
seastar_clc_contig_2410	320	3227	328	98	329	220
seastar_clc_contig_24100	19	85	5	0	3	6
seastar_clc_contig_24101	5	96	4	1	4	6
seastar_clc_contig_24102	12	145	7	1	11	7
seastar_clc_contig_24103	6	55	2	1	0	3
seastar_clc_contig_24104	20	93	10	2	0	4
seastar_clc_contig_24105	0	16	1	1	1	0
seastar_clc_contig_24106	12	94	0	2	0	0
seastar_clc_contig_24107	14	10	8	2	1	2
seastar_clc_contig_24108	3	17	2	1	6	3
seastar_clc_contig_24109	40	155	8	2	16	5
seastar_clc_contig_2411	14	79	4	4	0	3
seastar_clc_contig_24110	53	300	76	1	8	8
seastar_clc_contig_24111	17	25	5	1	0	0
seastar_clc_contig_24112	16	167	7	2	0	1
seastar_clc_contig_24113	12	23	10	1	0	18
seastar_clc_contig_24114	3	22	2	2	1	3
seastar_clc_contig_24115	3	16	3	1	0	0
seastar_clc_contig_24116	20	32	15	1	30	4
seastar_clc_contig_24117	8	2	5	1	4	0
seastar_clc_contig_24118	72	525	19	1	4	6
seastar_clc_contig_24119	11	10	2	2	0	6
seastar_clc_contig_2412	4	95	0	0	0	2
seastar_clc_contig_24120	15	16	2	0	14	3
seastar_clc_contig_24121	7	255	9	1	7	5
seastar_clc_contig_24122	61	62	19	5	13	21
seastar_clc_contig_24123	16	28	15	1	5	8
seastar_clc_contig_24124	0	16	4	1	3	7
seastar_clc_contig_24125	3	9	2	1	11	0
seastar_clc_contig_24126	3	14	4	2	0	0
seastar_clc_contig_24127	0	19	52	0	0	0
seastar_clc_contig_24128	2	49	0	1	0	0
seastar_clc_contig_24129	2	1	0	0	9	2
seastar_clc_contig_2413	36443	140534	12562	2023	4880	1477
seastar_clc_contig_24130	10	27	7	2	8	3
seastar_clc_contig_24131	12	88	7	0	3	1
seastar_clc_contig_24132	3	45	0	2	0	0
seastar_clc_contig_24133	28	59	97	2	0	0
seastar_clc_contig_24134	30	183	8	1	2	1
seastar_clc_contig_24135	5	7	1	0	0	3
seastar_clc_contig_24136	5	44	2	2	8	3
seastar_clc_contig_24137	27	12	3	2	0	1
seastar_clc_contig_24138	27	5	7	1	3	2
seastar_clc_contig_24139	0	47	0	0	0	0
seastar_clc_contig_2414	1	232	14	94	87	17
seastar_clc_contig_24140	0	24	1	1	2	6
seastar_clc_contig_24141	7	22	4	2	0	0
seastar_clc_contig_24142	13	6	3	1	7	2
seastar_clc_contig_24143	33	13	11	1	16	7
seastar_clc_contig_24144	14	77	13	1	8	3
seastar_clc_contig_24145	8	88	7	0	2	2
seastar_clc_contig_24146	17	21	6	1	4	6
seastar_clc_contig_24147	1	28	0	2	3	1
seastar_clc_contig_24148	0	16	3	1	0	3
seastar_clc_contig_24149	0	13	0	2	7	0
seastar_clc_contig_2415	110	503	53	9	29	30
seastar_clc_contig_24150	6	81	2	1	0	0
seastar_clc_contig_24151	16	102	6	1	3	1
seastar_clc_contig_24152	0	0	0	0	34	0
seastar_clc_contig_24153	13	93	24	1	1	4
seastar_clc_contig_24154	1	48	6	1	7	6
seastar_clc_contig_24155	0	36	2	2	0	0
seastar_clc_contig_24156	12	96	5	2	0	2
seastar_clc_contig_24157	4	39	3	1	2	2
seastar_clc_contig_24158	40	36	9	0	9	7
seastar_clc_contig_24159	12	2	1	0	3	0
seastar_clc_contig_2416	344	362	93	158	149	78
seastar_clc_contig_24160	3	19	2	1	0	0
seastar_clc_contig_24161	18	2	4	2	0	4
seastar_clc_contig_24162	10	18	0	2	0	5
seastar_clc_contig_24163	3	46	5	1	1	0
seastar_clc_contig_24164	20	24	10	1	6	3
seastar_clc_contig_24165	2	5	1	1	3	0
seastar_clc_contig_24166	3	56	1	1	1	1
seastar_clc_contig_24167	4	20	1	2	0	0
seastar_clc_contig_24168	16	150	15	1	11	8
seastar_clc_contig_24169	10	2	3	1	0	3
seastar_clc_contig_2417	509	708	108	288	155	40
seastar_clc_contig_24170	7	48	4	2	6	2
seastar_clc_contig_24171	14	37	0	3	0	1
seastar_clc_contig_24172	0	23	1	2	0	1
seastar_clc_contig_24173	12	22	2	0	0	1
seastar_clc_contig_24174	0	123	1	3	0	0
seastar_clc_contig_24175	76	164	13	1	6	5
seastar_clc_contig_24176	4	29	1	2	7	1
seastar_clc_contig_24177	0	16	0	1	0	0
seastar_clc_contig_24178	18	43	4	2	0	0
seastar_clc_contig_24179	9	9	2	0	8	4
seastar_clc_contig_2418	39	47	26	2	16	8
seastar_clc_contig_24180	3	8	3	1	0	5
seastar_clc_contig_24181	7	50	0	0	0	20
seastar_clc_contig_24182	58	376	60	0	1	3
seastar_clc_contig_24183	21	37	15	4	3	10
seastar_clc_contig_24184	12	9	4	1	4	0
seastar_clc_contig_24185	21	1	3	1	5	3
seastar_clc_contig_24186	41	236	56	1	5	4
seastar_clc_contig_24187	72	340	27	4	4	127
seastar_clc_contig_24188	8	12	0	2	4	1
seastar_clc_contig_24189	0	91	4	1	6	1
seastar_clc_contig_2419	21	92	21	0	8	5
seastar_clc_contig_24190	0	42	1	1	0	0
seastar_clc_contig_24191	7	182	12	1	0	11
seastar_clc_contig_24192	37	248	7	1	5	3
seastar_clc_contig_24193	19	7	6	1	0	1
seastar_clc_contig_24194	7	7	1	0	6	1
seastar_clc_contig_24195	4	85	7	2	5	4
seastar_clc_contig_24196	2	28	1	1	0	1
seastar_clc_contig_24197	11	76	5	1	5	4
seastar_clc_contig_24198	38	59	13	2	5	2
seastar_clc_contig_24199	22	30	4	2	7	3
seastar_clc_contig_242	140	1416	171	137	214	126
seastar_clc_contig_2420	172	1365	55	50	65	38
seastar_clc_contig_24200	7	52	14	2	2	13
seastar_clc_contig_24201	4	30	5	0	0	1
seastar_clc_contig_24202	6	30	3	0	3	0
seastar_clc_contig_24203	0	22	2	1	0	0
seastar_clc_contig_24204	12	58	3	1	16	2
seastar_clc_contig_24205	0	36	0	2	7	7
seastar_clc_contig_24206	0	30	0	1	0	0
seastar_clc_contig_24207	2	115	3	3	5	0
seastar_clc_contig_24208	1	142	2	1	0	4
seastar_clc_contig_24209	5	77	2	1	0	0
seastar_clc_contig_2421	319	1292	205	18	50	51
seastar_clc_contig_24210	26	9	6	1	0	0
seastar_clc_contig_24211	7	54	5	1	3	2
seastar_clc_contig_24212	0	13	1	1	0	1
seastar_clc_contig_24213	18	13	5	1	0	0
seastar_clc_contig_24214	5	80	5	1	14	2
seastar_clc_contig_24215	0	6	2	1	0	4
seastar_clc_contig_24216	66	4	9	3	16	0
seastar_clc_contig_24217	17	166	17	2	5	5
seastar_clc_contig_24218	12	17	3	1	4	0
seastar_clc_contig_24219	3	52	2	3	16	1
seastar_clc_contig_2422	203	1103	83	25	23	50
seastar_clc_contig_24220	1	28	7	2	1	0
seastar_clc_contig_24221	28	23	14	0	0	4
seastar_clc_contig_24222	6	7	4	1	0	0
seastar_clc_contig_24223	18	8	3	1	0	7
seastar_clc_contig_24224	33	101	8	2	2	1
seastar_clc_contig_24225	25	7	2	1	0	0
seastar_clc_contig_24226	83	277	13	0	0	1
seastar_clc_contig_24227	31	146	8	0	0	5
seastar_clc_contig_24228	58	198	15	1	5	3
seastar_clc_contig_24229	1	97	8	2	1	5
seastar_clc_contig_2423	0	0	0	17	48	34
seastar_clc_contig_24230	17	19	8	0	0	2
seastar_clc_contig_24231	10	26	3	0	0	0
seastar_clc_contig_24232	4	22	6	1	0	0
seastar_clc_contig_24233	6	3	0	0	0	2
seastar_clc_contig_24234	28	257	8	2	12	6
seastar_clc_contig_24235	1	20	1	1	0	5
seastar_clc_contig_24236	6	56	10	2	8	1
seastar_clc_contig_24237	14	116	15	2	5	6
seastar_clc_contig_24238	7	43	5	0	3	3
seastar_clc_contig_24239	8	72	1	1	0	0
seastar_clc_contig_2424	59	396	53	30	64	28
seastar_clc_contig_24240	9	31	3	2	0	0
seastar_clc_contig_24241	29	28	5	2	0	9
seastar_clc_contig_24242	69	23	9	1	0	9
seastar_clc_contig_24243	11	12	1	1	7	0
seastar_clc_contig_24244	0	56	0	0	0	4
seastar_clc_contig_24245	0	33	5	2	0	1
seastar_clc_contig_24246	4	27	3	1	0	0
seastar_clc_contig_24247	0	12	6	1	0	2
seastar_clc_contig_24248	2	36	2	2	0	0
seastar_clc_contig_24249	0	52	2	1	0	0
seastar_clc_contig_2425	1073	5787	997	724	1154	646
seastar_clc_contig_24250	5	15	2	2	5	0
seastar_clc_contig_24251	18	30	5	3	12	5
seastar_clc_contig_24252	15	11	5	1	1	5
seastar_clc_contig_24253	12	56	1	1	0	4
seastar_clc_contig_24254	2	37	0	0	0	0
seastar_clc_contig_24255	9	97	6	2	0	6
seastar_clc_contig_24256	18	8	0	2	0	0
seastar_clc_contig_24257	11	5	0	1	0	0
seastar_clc_contig_24258	10	149	7	0	2	3
seastar_clc_contig_24259	2	33	0	1	0	0
seastar_clc_contig_2426	35	357	49	4	15	11
seastar_clc_contig_24260	4	27	1	2	2	1
seastar_clc_contig_24261	11	168	10	0	1	0
seastar_clc_contig_24262	0	16	0	1	0	1
seastar_clc_contig_24263	4	47	1	1	2	7
seastar_clc_contig_24264	0	3	2	1	0	1
seastar_clc_contig_24265	16	105	4	0	4	1
seastar_clc_contig_24266	19	14	0	1	8	5
seastar_clc_contig_24267	0	23	0	1	1	0
seastar_clc_contig_24268	9	101	4	1	6	3
seastar_clc_contig_24269	8	19	5	2	3	11
seastar_clc_contig_2427	15	245	5	109	117	17
seastar_clc_contig_24270	0	32	0	1	0	0
seastar_clc_contig_24271	3	88	3	0	0	0
seastar_clc_contig_24272	0	27	4	1	29	0
seastar_clc_contig_24273	26	90	10	1	15	5
seastar_clc_contig_24274	9	17	4	0	0	0
seastar_clc_contig_24275	17	50	5	0	25	2
seastar_clc_contig_24276	37	124	5	1	0	0
seastar_clc_contig_24277	0	35	0	1	5	2
seastar_clc_contig_24278	22	122	38	3	19	3
seastar_clc_contig_24279	1	11	6	1	0	0
seastar_clc_contig_2428	2264	1756	649	130	558	294
seastar_clc_contig_24280	12	72	17	3	0	1
seastar_clc_contig_24281	0	19	0	3	0	1
seastar_clc_contig_24282	7	24	3	1	2	2
seastar_clc_contig_24283	5	11	0	0	2	0
seastar_clc_contig_24284	1	76	3	0	0	2
seastar_clc_contig_24285	11	89	5	2	0	1
seastar_clc_contig_24286	13	12	1	0	9	0
seastar_clc_contig_24287	11	65	5	1	0	42
seastar_clc_contig_24288	25	0	2	1	0	16
seastar_clc_contig_24289	16	7	1	1	1	2
seastar_clc_contig_2429	71	546	65	24	47	25
seastar_clc_contig_24290	2	33	0	4	0	2
seastar_clc_contig_24291	4	16	1	1	0	0
seastar_clc_contig_24292	0	12	1	2	3	1
seastar_clc_contig_24293	7	29	2	2	1	2
seastar_clc_contig_24294	23	27	11	2	5	10
seastar_clc_contig_24295	0	31	2	1	10	2
seastar_clc_contig_24296	0	167	3	2	5	0
seastar_clc_contig_24297	13	32	2	0	0	3
seastar_clc_contig_24298	7	4	3	2	4	2
seastar_clc_contig_24299	1	58	1	2	0	1
seastar_clc_contig_243	1866	31555	1722	2146	3818	1853
seastar_clc_contig_2430	59	711	112	400	473	233
seastar_clc_contig_24300	2	33	0	1	3	0
seastar_clc_contig_24301	15	183	2	2	0	6
seastar_clc_contig_24302	12	98	15	2	9	5
seastar_clc_contig_24303	20	32	6	1	46	39
seastar_clc_contig_24304	8	9	6	1	10	6
seastar_clc_contig_24305	6	41	2	0	0	7
seastar_clc_contig_24306	2	18	2	0	0	0
seastar_clc_contig_24307	18	74	10	0	5	4
seastar_clc_contig_24308	0	16	32	0	1	0
seastar_clc_contig_24309	3	7	0	1	0	0
seastar_clc_contig_2431	992	8808	767	360	507	486
seastar_clc_contig_24310	44	186	32	3	8	10
seastar_clc_contig_24311	6	42	0	0	0	3
seastar_clc_contig_24312	33	60	13	1	2	0
seastar_clc_contig_24313	3	88	2	2	4	6
seastar_clc_contig_24314	0	35	0	1	5	7
seastar_clc_contig_24315	24	110	11	1	21	11
seastar_clc_contig_24316	7	18	0	2	0	1
seastar_clc_contig_24317	0	58	3	1	0	2
seastar_clc_contig_24318	88	17	18	3	4	17
seastar_clc_contig_24319	1	3	5	2	4	0
seastar_clc_contig_2432	227	2025	232	113	136	111
seastar_clc_contig_24320	0	57	4	2	0	0
seastar_clc_contig_24321	24	20	5	0	2	9
seastar_clc_contig_24322	66	36	16	2	7	7
seastar_clc_contig_24323	15	84	5	0	3	10
seastar_clc_contig_24324	5	63	7	0	0	3
seastar_clc_contig_24325	9	57	5	1	1	2
seastar_clc_contig_24326	33	20	2	1	0	3
seastar_clc_contig_24327	14	24	3	2	3	2
seastar_clc_contig_24328	7	31	0	2	11	0
seastar_clc_contig_24329	24	278	15	0	10	12
seastar_clc_contig_2433	49	279	34	45	33	32
seastar_clc_contig_24330	18	88	2	2	0	2
seastar_clc_contig_24331	4	43	1	3	0	2
seastar_clc_contig_24332	6	107	0	3	0	0
seastar_clc_contig_24333	22	13	5	0	0	2
seastar_clc_contig_24334	55	268	5	2	0	4
seastar_clc_contig_24335	24	22	8	0	10	1
seastar_clc_contig_24336	7	8	0	0	0	0
seastar_clc_contig_24337	10	1	0	1	2	1
seastar_clc_contig_24338	0	54	1	1	0	1
seastar_clc_contig_24339	25	38	4	0	0	2
seastar_clc_contig_2434	51	138	8	23	37	53
seastar_clc_contig_24340	2	21	0	1	0	0
seastar_clc_contig_24341	7	12	3	1	5	3
seastar_clc_contig_24342	5	9	9	0	7	0
seastar_clc_contig_24343	26	39	11	2	14	2
seastar_clc_contig_24344	3	61	1	1	0	1
seastar_clc_contig_24345	0	21	0	1	0	0
seastar_clc_contig_24346	2	8	5	1	0	0
seastar_clc_contig_24347	2	48	1	2	1	0
seastar_clc_contig_24348	1	22	0	1	0	2
seastar_clc_contig_24349	17	6	2	3	2	8
seastar_clc_contig_2435	17	717	72	1	5	1
seastar_clc_contig_24350	4	8	4	1	0	0
seastar_clc_contig_24351	28	14	3	1	3	1
seastar_clc_contig_24352	33	37	5	3	15	1
seastar_clc_contig_24353	14	60	4	0	0	1
seastar_clc_contig_24354	6	28	2	2	7	4
seastar_clc_contig_24355	46	436	126	1	25	15
seastar_clc_contig_24356	4	14	5	2	0	2
seastar_clc_contig_24357	3	8	8	0	6	4
seastar_clc_contig_24358	21	31	14	1	19	1
seastar_clc_contig_24359	4	28	4	2	0	1
seastar_clc_contig_2436	42	135	43	1	3	6
seastar_clc_contig_24360	4	93	0	2	8	1
seastar_clc_contig_24361	23	617	7	1	7	3
seastar_clc_contig_24362	0	19	7	0	0	1
seastar_clc_contig_24363	0	18	0	1	0	0
seastar_clc_contig_24364	12	93	10	2	18	17
seastar_clc_contig_24365	20	196	3	1	0	0
seastar_clc_contig_24366	1	66	1	1	0	1
seastar_clc_contig_24367	56	15	6	1	0	1
seastar_clc_contig_24368	13	74	2	0	4	1
seastar_clc_contig_24369	1	30	0	1	0	0
seastar_clc_contig_2437	6508	26995	4818	780	1984	1178
seastar_clc_contig_24370	18	1	0	1	1	1
seastar_clc_contig_24371	12	145	5	3	7	5
seastar_clc_contig_24372	96	337	36	1	3	52
seastar_clc_contig_24373	21	0	2	0	0	1
seastar_clc_contig_24374	0	19	4	0	0	1
seastar_clc_contig_24375	0	18	0	1	7	0
seastar_clc_contig_24376	5	70	8	1	11	1
seastar_clc_contig_24377	2	122	3	1	0	3
seastar_clc_contig_24378	7	26	1	1	0	2
seastar_clc_contig_24379	37	42	8	0	15	4
seastar_clc_contig_2438	4	164	8	48	49	21
seastar_clc_contig_24380	0	32	0	1	0	1
seastar_clc_contig_24381	0	75	12	0	0	2
seastar_clc_contig_24382	0	13	4	0	9	4
seastar_clc_contig_24383	15	87	7	2	17	5
seastar_clc_contig_24384	23	10	1	1	0	0
seastar_clc_contig_24385	0	27	0	0	1	2
seastar_clc_contig_24386	14	165	6	1	12	3
seastar_clc_contig_24387	11	126	21	2	1	4
seastar_clc_contig_24388	12	13	0	1	0	13
seastar_clc_contig_24389	0	77	2	1	0	3
seastar_clc_contig_2439	38	316	29	9	26	17
seastar_clc_contig_24390	18	5	4	1	0	3
seastar_clc_contig_24391	0	29	1	1	0	0
seastar_clc_contig_24392	20	111	9	2	4	3
seastar_clc_contig_24393	5	31	3	1	0	0
seastar_clc_contig_24394	6	14	3	0	9	3
seastar_clc_contig_24395	4	40	1	2	0	3
seastar_clc_contig_24396	5	10	3	1	0	0
seastar_clc_contig_24397	23	15	5	1	2	4
seastar_clc_contig_24398	0	31	1	0	0	0
seastar_clc_contig_24399	11	122	2	3	4	3
seastar_clc_contig_244	55	333	31	440	436	409
seastar_clc_contig_2440	27	147	12	23	10	86
seastar_clc_contig_24400	11	6	4	1	0	3
seastar_clc_contig_24401	37	138	12	1	1	1
seastar_clc_contig_24402	0	37	3	1	2	0
seastar_clc_contig_24403	0	80	2	1	0	0
seastar_clc_contig_24404	1	52	1	1	2	6
seastar_clc_contig_24405	3	35	1	0	0	0
seastar_clc_contig_24406	0	30	3	2	6	10
seastar_clc_contig_24407	3	29	0	2	2	2
seastar_clc_contig_24408	8	78	1	3	0	0
seastar_clc_contig_24409	15	29	2	1	0	9
seastar_clc_contig_2441	310	1660	222	81	156	62
seastar_clc_contig_24410	45	29	21	2	26	16
seastar_clc_contig_24411	64	307	34	1	26	12
seastar_clc_contig_24412	0	62	1	1	0	2
seastar_clc_contig_24413	0	67	2	1	0	0
seastar_clc_contig_24414	2	37	6	1	3	3
seastar_clc_contig_24415	0	12	2	1	2	0
seastar_clc_contig_24416	0	22	0	1	0	0
seastar_clc_contig_24417	6	50	7	1	0	4
seastar_clc_contig_24418	51	382	27	12	15	7
seastar_clc_contig_24419	5	95	0	2	0	0
seastar_clc_contig_2442	179	668	105	29	33	25
seastar_clc_contig_24420	0	13	0	1	0	0
seastar_clc_contig_24421	11	3	0	0	0	0
seastar_clc_contig_24422	15	5	2	1	1	0
seastar_clc_contig_24423	0	6	0	0	10	1
seastar_clc_contig_24424	28	17	6	4	2	1
seastar_clc_contig_24425	21	43	9	0	0	0
seastar_clc_contig_24426	18	314	39	8	23	18
seastar_clc_contig_24427	0	10	4	0	0	1
seastar_clc_contig_24428	1	97	0	1	0	0
seastar_clc_contig_24429	8	35	3	1	0	3
seastar_clc_contig_2443	101	292	52	15	20	9
seastar_clc_contig_24430	1	32	1	1	0	2
seastar_clc_contig_24431	33	255	13	0	1	1
seastar_clc_contig_24432	0	8	8	3	15	1
seastar_clc_contig_24433	48	97	6	0	0	8
seastar_clc_contig_24434	14	79	3	1	8	3
seastar_clc_contig_24435	3	29	3	1	0	4
seastar_clc_contig_24436	18	4	0	1	0	3
seastar_clc_contig_24437	59	167	31	2	13	10
seastar_clc_contig_24438	31	17	5	1	0	11
seastar_clc_contig_24439	29	25	3	0	0	4
seastar_clc_contig_2444	141	682	68	15	14	34
seastar_clc_contig_24440	13	51	13	2	0	0
seastar_clc_contig_24441	12	6	4	1	2	0
seastar_clc_contig_24442	3	37	2	2	0	0
seastar_clc_contig_24443	28	9	6	1	1	0
seastar_clc_contig_24444	20	56	2	2	0	1
seastar_clc_contig_24445	0	61	3	2	6	2
seastar_clc_contig_24446	1	37	0	1	0	2
seastar_clc_contig_24447	0	9	1	1	0	68
seastar_clc_contig_24448	0	37	2	1	0	0
seastar_clc_contig_24449	28	213	9	1	6	0
seastar_clc_contig_2445	358	1050	133	41	219	51
seastar_clc_contig_24450	10	33	7	1	1	3
seastar_clc_contig_24451	13	4	2	3	0	0
seastar_clc_contig_24452	5	47	2	1	3	2
seastar_clc_contig_24453	56	222	15	0	6	8
seastar_clc_contig_24454	10	0	2	0	0	2
seastar_clc_contig_24455	0	67	1	2	5	1
seastar_clc_contig_24456	0	16	1	0	1	0
seastar_clc_contig_24457	0	54	0	1	19	4
seastar_clc_contig_24458	1	17	0	1	0	1
seastar_clc_contig_24459	21	45	4	1	8	1
seastar_clc_contig_2446	49	169	22	9	9	3
seastar_clc_contig_24460	13	106	2	4	5	2
seastar_clc_contig_24461	16	151	15	3	0	1
seastar_clc_contig_24462	10	9	3	1	2	2
seastar_clc_contig_24463	37	13	8	1	0	0
seastar_clc_contig_24464	29	0	0	0	0	14
seastar_clc_contig_24465	4	10	3	0	0	1
seastar_clc_contig_24466	4	77	2	4	0	1
seastar_clc_contig_24467	6	27	0	2	6	1
seastar_clc_contig_24468	39	362	23	1	6	13
seastar_clc_contig_24469	33	27	10	2	6	2
seastar_clc_contig_2447	10	158	44	98	123	92
seastar_clc_contig_24470	24	18	6	1	3	3
seastar_clc_contig_24471	0	44	2	3	9	0
seastar_clc_contig_24472	0	14	0	1	0	0
seastar_clc_contig_24473	2	24	0	1	6	1
seastar_clc_contig_24474	22	13	8	3	0	0
seastar_clc_contig_24475	7	10	3	1	1	3
seastar_clc_contig_24476	0	31	9	1	0	1
seastar_clc_contig_24477	12	5	4	1	1	3
seastar_clc_contig_24478	15	20	18	2	0	7
seastar_clc_contig_24479	6	37	6	1	2	4
seastar_clc_contig_2448	161	631	90	17	55	23
seastar_clc_contig_24480	19	53	3	1	0	42
seastar_clc_contig_24481	2	3	0	0	0	0
seastar_clc_contig_24482	0	44	2	1	0	0
seastar_clc_contig_24483	34	158	2	2	3	4
seastar_clc_contig_24484	8	63	12	1	0	11
seastar_clc_contig_24485	25	19	5	3	0	4
seastar_clc_contig_24486	8	48	3	1	0	0
seastar_clc_contig_24487	1	12	4	1	4	1
seastar_clc_contig_24488	15	132	9	3	6	1
seastar_clc_contig_24489	19	34	13	1	0	2
seastar_clc_contig_2449	86	659	27	179	98	88
seastar_clc_contig_24490	0	45	0	2	0	0
seastar_clc_contig_24491	0	13	0	1	0	6
seastar_clc_contig_24492	20	98	4	2	6	2
seastar_clc_contig_24493	28	104	11	1	0	1
seastar_clc_contig_24494	0	19	0	1	0	0
seastar_clc_contig_24495	13	26	0	1	0	2
seastar_clc_contig_24496	3	23	5	2	13	6
seastar_clc_contig_24497	0	11	0	2	6	1
seastar_clc_contig_24498	8	46	19	0	3	3
seastar_clc_contig_24499	5	28	2	0	0	5
seastar_clc_contig_245	368	1390	290	137	267	280
seastar_clc_contig_2450	11	14	3	558	61	21
seastar_clc_contig_24500	5	45	2	0	6	4
seastar_clc_contig_24501	6	24	0	0	0	0
seastar_clc_contig_24502	0	241	10	1	0	1
seastar_clc_contig_24503	0	460	1	1	17	4
seastar_clc_contig_24504	39	76	39	0	0	16
seastar_clc_contig_24505	0	12	3	2	0	0
seastar_clc_contig_24506	1	52	0	1	1	1
seastar_clc_contig_24507	23	14	5	1	0	1
seastar_clc_contig_24508	0	48	0	1	0	5
seastar_clc_contig_24509	2	22	0	1	0	1
seastar_clc_contig_2451	431	4164	91	114	266	187
seastar_clc_contig_24510	0	8	5	0	0	0
seastar_clc_contig_24511	3	11	0	2	4	0
seastar_clc_contig_24512	10	32	3	0	0	1
seastar_clc_contig_24513	0	21	0	4	6	1
seastar_clc_contig_24514	0	22	0	0	0	0
seastar_clc_contig_24515	0	29	4	1	3	1
seastar_clc_contig_24516	6	1	4	1	1	1
seastar_clc_contig_24517	16	86	0	1	0	0
seastar_clc_contig_24518	9	14	1	1	3	2
seastar_clc_contig_24519	32	7	2	1	0	4
seastar_clc_contig_2452	6	24	1	7	8	2
seastar_clc_contig_24520	34	21	14	0	6	6
seastar_clc_contig_24521	2	4	0	2	11	5
seastar_clc_contig_24522	16	15	7	1	0	1
seastar_clc_contig_24523	7	12	0	1	0	0
seastar_clc_contig_24524	3	165	9	1	4	4
seastar_clc_contig_24525	0	16	62	3	0	10
seastar_clc_contig_24526	44	262	21	3	7	20
seastar_clc_contig_24527	4	18	0	0	0	0
seastar_clc_contig_24528	9	24	1	2	0	1
seastar_clc_contig_24529	0	63	0	1	4	4
seastar_clc_contig_2453	1413	6551	753	141	610	178
seastar_clc_contig_24530	9	13	10	1	6	5
seastar_clc_contig_24531	4	11	0	1	0	2
seastar_clc_contig_24532	10	10	5	0	10	5
seastar_clc_contig_24533	14	64	7	1	0	4
seastar_clc_contig_24534	5	113	3	2	0	1
seastar_clc_contig_24535	7	16	0	1	0	0
seastar_clc_contig_24536	11	17	4	1	0	0
seastar_clc_contig_24537	41	200	38	2	0	5
seastar_clc_contig_24538	2	29	0	1	3	2
seastar_clc_contig_24539	37	339	22	2	13	9
seastar_clc_contig_2454	6602	5432	1882	422	1635	942
seastar_clc_contig_24540	22	7	10	1	10	3
seastar_clc_contig_24541	0	29	0	1	0	0
seastar_clc_contig_24542	14	26	1	1	0	0
seastar_clc_contig_24543	3	31	4	1	0	0
seastar_clc_contig_24544	68	324	22	3	25	14
seastar_clc_contig_24545	6	37	0	1	0	0
seastar_clc_contig_24546	9	23	3	1	0	0
seastar_clc_contig_24547	9	53	4	1	0	0
seastar_clc_contig_24548	12	2	5	3	0	2
seastar_clc_contig_24549	48	38	21	3	21	13
seastar_clc_contig_2455	1321	6531	875	354	431	329
seastar_clc_contig_24550	0	19	0	1	2	0
seastar_clc_contig_24551	10	118	8	2	1	2
seastar_clc_contig_24552	2	8	1	2	0	0
seastar_clc_contig_24553	27	33	8	1	12	4
seastar_clc_contig_24554	1	90	8	0	3	0
seastar_clc_contig_24555	17	5	3	1	0	5
seastar_clc_contig_24556	0	31	4	1	6	0
seastar_clc_contig_24557	15	4	0	1	0	0
seastar_clc_contig_24558	1	35	3	1	6	0
seastar_clc_contig_24559	4	17	0	0	0	1
seastar_clc_contig_2456	3307	12100	1118	237	507	364
seastar_clc_contig_24560	2	27	3	1	0	0
seastar_clc_contig_24561	24	39	1	1	5	3
seastar_clc_contig_24562	8	20	7	1	7	3
seastar_clc_contig_24563	1	15	0	0	0	0
seastar_clc_contig_24564	20	20	7	0	6	6
seastar_clc_contig_24565	6	15	4	2	0	1
seastar_clc_contig_24566	2	18	0	1	0	1
